App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver
Wallet Go,food_and_drink,3.8,13664,148.6,1000000,Free,0,Everyone,Food And Drink;Creativity,17-01-2026,10.8.98
VPN 3D 2025,Entertainment,4,0,144.1,10,Free,0,Everyone,Entertainment,20-10-2024,8.10.1
Pro Telegram,Social  ,5,663,85,50000,Free,0,Everyone,Family;Creativity,15-12-2025,5.8.6
Daily Browser,Social,3.6,22,90.05,1000,Free,0,Everyone,Family,07-03-2025,Varies with device
Super Instagram Plus,Music,4.7,40,13.7,1000,Free,0,Everyone,Tools,01-09-2024,1.16.41
Lite Pay,Social,3.3,46,23.6,5000,Free,0,Everyone,Family,25-03-2025,4.19.30
Crypto Pay Go,game,4.3,4,249.6,100,Free,0,Everyone,Game;Strategy,19-09-2024,3.9.73
Telegram 3D 2026,  Social,4.2,24,31.9,1000,Free,0,Everyone 10+,Family,22-05-2026,7.0.66
Super Pay Space,Sports,4.7,5,146.1,50,Free,0,Everyone,Sports,13-06-2026,12.4.6
Dash_2545,Social,3.9,2,12.6,50,Free,0,Teen,Social,25-06-2024,15.8.43
Easy Health,Social,3.3,147,133.4,5000,Free,0,Everyone,Family,17-02-2025,8.8.28
Super Editor Space,Music,3.9,9,124.7,500,Free,0,Everyone,Tools,01-12-2024,13.17.91
VPN Plus 2023,SOCIAL,3.2,92,73.6,5000,Free,0,Everyone 10+,Social,15-03-2026,13.9.56
Meta Pay Space,Maps_And_Navigation,4.15,3,11.3,500,Free,0,Everyone,Maps And Navigation,09-11-2025,13.6.28
Learn Online 2023,Music,4,4,55.7,100,Free,0,Teen,Tools,04-04-2025,11.9.66
Browser Plus 2024,Lifestyle,4,2,18.5,50,Free,0,Everyone,Lifestyle,20-05-2024,7.13.90
Hyper Health Hub,  Productivity,4,4,136.7,10,Free,0,Everyone,Productivity;Creativity,25-04-2026,11.7.7
My Chat,health_and_fitness,4,1067,144.9,100000,Free,0,Teen,Health And Fitness,14-06-2026,11.1.87
My Tracker Premium,Productivity,4,2,16.9,50,Free,0,Mature 17+,Productivity,15-03-2025,4.6.82
My Editor Pro,Social,4,3,90.05,10,Free,0,Teen,Family,23-05-2024,Varies with device
Smart Maker Now 2024,  social  ,4.9,35,136.2,1000,Free,0,Everyone 10+,Family,15-03-2026,7.4.57
Lite Instagram 2025,Dating,4,3,15.5,50,Free,0,Mature 17+,Dating,12-11-2025,1.19.26
Next Instagram Plus,Communication,4.1,14,138.1,500,Free,0,Everyone,Communication,19-05-2024,10.13.29
Fit Space,Parenting,4.6,23657,131.2,1000000,Free,0,Everyone,Parenting,24-05-2026,13.0.84
Hyper Browser AI_7920,Productivity,4,1,146.4,50,Free,0,Everyone,Productivity,13-09-2025,6.0.97
Lite Fit Space,Game,4.3,2,667.1,100,Free,0,Teen,Game;Shooter,10-03-2026,2.19.98
Meta Dash Space,Game,4.4,27,818.1,1000,Free,0,Everyone 10+,Game;Board,21-05-2025,10.7.3
Craft App,Social,4.9,29953,147.8,1000000,Free,0,Everyone,Social,25-01-2026,14.17.94
Meta VPN Plus,Social,4,2,99.2,10,Free,0,Everyone,Family,21-12-2025,10.18.43
Quick Telegram Plus,Dating,4,0,72.5,10,Free,0,Mature 17+,Dating,08-05-2026,11.14.68
Browser 2024,  health_and_fitness  ,4.7,21,71.4,1000,Free,0,Everyone,Health And Fitness,04-02-2026,13.7.29
Easy Telegram Hub,News_And_Magazines,4.6,1787,86.6,100000,Free,0,Teen,News And Magazines,31-01-2026,8.4.27
Telegram 3D 2024,Finance,4,3,57.6,50,Free,0,Everyone,Finance,15-01-2024,3.6.0
Easy Editor Hub,Game,4.3,4,90.05,10,Free,0,Everyone,Game;Simulation,07-06-2026,Varies with device
Drive 2025,Social,5,7,45.2,1000,Free,0,Teen,Artificial Intelligence,22-05-2025,4.13.28
Neo Wallet Max,game,4.3,2,1052.6,100,Free,0,Everyone,Game;Card,15-12-2023,6.5.25
Craft Max 2025,Libraries_And_Demo,3.95,3,90.05,100,Free,0,Everyone,Libraries And Demo,29-04-2026,Varies with device
Next Strike Now,Social,4.3,0,8.5,50,Free,0,Everyone,Artificial Intelligence,09-10-2024,2.12.62
Super Dash AI,News_And_Magazines,,238,15.2,5000,Free,0,Everyone,News And Magazines,23-05-2022,1.18.83
Crypto Health AI,Social,4,27,122.6,1000,Free,0,Everyone,Family,23-02-2026,11.14.82
Drive Space,Social,3.7,80723,55.3,5000000,Free,0,Teen,Family,09-09-2024,5.7.13
My Facebook,Finance  ,4.3,5,21.1,50,Free,0,Everyone,Finance;Creativity,06-06-2025,5.16.59
Hyper Fit Space,  game  ,4.3,4,,100,Free,0,Everyone,Game;Action,04-05-2025,2.15.66
Dash App_5296,Productivity,4,1,78,100,Paid,1.99,Teen,Productivity,21-05-2025,5.2.76
Neo Connect 2025,Social  ,3.4,42,,1000,Paid,0.99,Everyone,Family,04-06-2025,Varies with device
Instagram Pro_9637,Productivity,4,4,52.3,100,Free,0,Everyone,Productivity,05-10-2024,8.7.35
Crypto Player AI 2026,Events,3.8,3,17.3,50,Free,0,Mature 17+,Events,29-10-2024,15.18.92
Ultra Player,PRODUCTIVITY,4.5,22561,130.6,500000,Free,0,Everyone,Productivity;Creativity,08-05-2025,12.9.71
Wallet Plus 2024,Sports,3.9,2,89.8,100,Free,0,Teen,Sports,27-07-2024,7.17.64
Strike Premium,  Game,4.9,286,820.4,10000,Free,0,Everyone 10+,Game;Strategy,25-02-2025,5.10.10
Telegram 3D 2025,Social,5,5,132.5,10,Free,0,Everyone,Artificial Intelligence,18-03-2024,9.17.19
Super Maker Space,game,4.3,1,1025.2,10,Free,0,Teen,Game;Simulation,25-10-2023,1.5.19
Smart Drive 2026,Social,2.3,75,90.05,5000,Free,0,Everyone,Education;Creativity,04-12-2024,Varies with device
Crypto Tracker Pro,Music,4,1,62.5,10,Free,0,Everyone,Tools,18-07-2024,8.3.45
Wallet 3D 2023,Social,,1522,75.4,50000,Free,0,Everyone,Family,05-02-2025,9.12.7
Neo Editor Go,  game  ,4.3,4,679.4,100,Free,0,Teen,Game;Card,03-04-2026,7.5.0
Neo Strike Hub,  Game,4.2,8,853.8,1000,Paid,0.99,Everyone,Game;Simulation,09-02-2025,11.6.42
Super VPN Space,Social,2.8,5,116.7,500,Free,0,Everyone 10+,Family;Creativity,20-03-2025,14.9.3
Chat Online 2025,books_and_reference,3.8,1,120.1,50,Free,0,Everyone,Books And Reference,12-01-2024,10.9.2
Wallet Now_6922,Game,4.3,3,90.05,10,Paid,1.99,Everyone,Game;RPG,02-06-2026,Varies with device
Lite Player Premium,Books_And_Reference,,341,86.8,10000,Free,0,Everyone,Books And Reference;Creativity,04-10-2025,13.19.11
Ultra Learn AI,Social,4,1,76.6,100,Free,0,Teen,Family;Creativity,29-11-2025,1.5.45
Lite Telegram 2024,Game,4.3,1,1794.8,10,Paid,0.99,Teen,Game;Puzzle,20-07-2024,13.16.71
Ultra Pay 2024,Music,4,1,90.05,50,Free,0,Adults only 18+,Tools,21-12-2024,Varies with device
Lite Connect App,personalization,4,0,21.4,100,Free,0,Mature 17+,Personalization,23-05-2026,3.12.52
Fit Premium,Social,3.9,3830,58.7,100000,Free,0,Teen,Family,28-05-2026,15.10.80
Next Instagram App,Virtual_Reality,3,22,208.5,500,Free,0,Everyone,Virtual Reality,24-04-2026,11.0.72
Lite Dash Space,Finance  ,4.1,6,,500,Free,0,Everyone,Finance,16-08-2024,11.0.60
Hyper Chat App,BEAUTY,4.5,130,129.1,10000,Free,0,Teen,Beauty,20-02-2025,2.13.61
Wallet Go 2026,Game,,553,90.05,100000,Free,0,Everyone,Game;Board,30-04-2025,Varies with device
Hyper Editor,Game,,3,364.4,500,Free,0,Mature 17+,Game;RPG,16-04-2025,14.5.3
Neo Browser Premium,Game,4.3,4,1637.2,10,Free,0,Everyone,Game;Card,02-01-2026,10.16.63
Lite Learn Plus,MUSIC,3.3,5,90.05,1000,Free,0,Everyone,Tools,22-04-2025,Varies with device
My Connect App,Productivity  ,4,1,90.05,10,Free,0,Unrated,Productivity,18-05-2024,Varies with device
Lite Tracker,Music,4.6,510,121.2,50000,Free,0,Everyone,Tools,25-02-2026,5.16.51
Player 2026,SOCIAL,4,0,64.2,100,Free,0,Mature 17+,Family,29-04-2023,9.14.27
Learn Plus,Game,4.1,646,90.05,50000,Free,0,Everyone,Game;Shooter,24-06-2026,Varies with device
Crypto Connect Hub,Communication,4,2,40.8,100,Free,0,Teen,Communication,24-04-2024,11.12.48
Chat Max,Weather,4.4,176,20.3,5000,Free,0,Mature 17+,Weather,05-03-2026,5.17.21
Fit Go,  Social,3.6,100,,10000,Free,0,Everyone,Family,13-02-2025,14.19.46
Easy Player 2024,Music,4,2,113.9,500,Free,0,Mature 17+,Tools,05-09-2025,15.4.54
AI Telegram Now,Health_And_Fitness,3.9,1,123.4,50,Free,0,Everyone,Health And Fitness,17-12-2023,8.2.71
Dash Plus,Game,4.7,3865,704.1,100000,Free,0,Mature 17+,Game;Strategy,24-10-2024,1.9.32
Drive Go,social,3.2,153,64.3,5000,Free,0,Everyone,Medical,03-03-2026,5.19.57
Dash App,Music,4.8,3694,19.2,100000,Free,0,Everyone,Tools,26-06-2025,4.3.10
Telegram Premium 2023,Web3_And_Crypto,3.5,272,90.05,10000,Free,0,Mature 17+,Web3 And Crypto;Creativity,15-08-2024,Varies with device
Meta Health,  Productivity,3.5,2240,146,50000,Free,0,Everyone,Productivity,01-09-2025,11.6.5
Drive Max 2026,Social,5,14,14.1,500,Free,0,Mature 17+,Social,19-04-2026,10.16.29
Connect App,Social,4.3,84443,113.8,5000000,Free,0,Everyone 10+,Artificial Intelligence,29-07-2025,2.18.39
Wallet Now 2023,Game,4.3,0,1154.3,10,Free,0,Teen,Game;Puzzle,25-10-2025,1.12.59
Super Wallet 2023,Communication,3.6,381,90.05,10000,Free,0,Everyone,Communication;Creativity,24-06-2026,Varies with device
Meta Player 2025,SOCIAL,4,3,90.05,10,Free,0,Everyone,Family,11-10-2023,Varies with device
Learn Hub_9234,Productivity,4,4,134,50,Free,0,Everyone,Productivity,12-11-2024,1.5.53
Browser 2026,  house_and_home  ,4.9,25,85.7,5000,Free,0,Everyone,House And Home,14-10-2025,9.11.87
Meta Editor 3D,  social  ,4.3,3,64.8,10,Free,0,Everyone,Artificial Intelligence,22-08-2023,5.12.23
Pro Wallet Go,  Maps_And_Navigation,4.15,0,86.1,10,Free,0,Teen,Maps And Navigation,29-06-2025,6.3.88
Neo Player Online,Social,4.5,8,16.6,1000,Free,0,Everyone,Social,18-02-2024,10.20.88
Pro Pay Max,Social,3.4,6,65,500,Free,0,Everyone,Family,26-10-2024,14.16.17
VPN Max,Game,3.3,249,491.4,5000,Free,0,Teen,Game;Casual,04-01-2025,2.8.10
Neo Telegram,Social,4.6,361,118.3,10000,Free,0,Teen,Artificial Intelligence,17-08-2023,5.18.17
Smart Craft App,Music,3.6,180,119,5000,Free,0,Everyone,Tools,12-10-2024,14.4.44
Browser 3D,Maps_And_Navigation,4.3,2403,35.9,50000,Free,0,Mature 17+,Maps And Navigation,23-11-2025,5.4.36
Daily Connect Premium,Social,4,0,126.7,10,Free,0,Everyone,Family,10-04-2024,14.5.96
Easy Telegram,Sports,3.4,10,137.3,1000,Free,0,Everyone,Sports,17-05-2026,15.3.9
Daily Learn Hub,Music,4,0,36.1,50,Free,0,Everyone,Tools;Creativity,25-07-2024,8.16.47
Daily Tracker Hub,social,3.9,1,136,10,Free,0,Everyone,Social,16-12-2025,9.8.83
AI Drive Space,Social,4.3,33847,131.6,1000000,Free,0,Everyone 10+,Artificial Intelligence,04-03-2026,4.7.41
Next Player Premium,Game,4.3,17,90.05,500,Free,0,Everyone,Game;Puzzle,26-01-2026,Varies with device
Lite Chat AI,Social,3.7,172830,54,5000000,Free,0,Everyone 10+,Family,16-03-2026,2.18.10
Quick VPN,Travel_And_Local,3.8,49,104.9,1000,Free,0,Everyone,Travel And Local,21-09-2025,13.19.13
Lite VPN Go,Music,4,1,42.7,50,Free,0,Everyone,Tools,06-01-2026,2.3.20
Health Now 2026,Music,4.7,263,78.1,10000,Free,0,Everyone,Tools;Creativity,05-04-2025,6.7.61
Meta Editor Premium,  Game,5,690,90.05,50000,Free,0,Everyone,Game;Puzzle,11-11-2025,Varies with device
Crypto Craft 3D,Sports,5,5,24.4,500,Free,0,Everyone 10+,Sports;Creativity,09-02-2025,11.10.9
Epic Maker 2026,  game  ,4.3,3,1525.7,10,Free,0,Everyone,Game;Strategy,08-04-2025,10.5.71
Instagram 2024,Social,3.4,198,100.8,5000,Free,0,Everyone,Artificial Intelligence,27-12-2024,4.1.56
Player Space,  Game,4.8,4103,90.05,500000,Free,0,Everyone,Game;Puzzle,13-04-2026,Varies with device
Ultra Learn Now,Social,4.3,2,110.5,100,Paid,1.99,Everyone,Artificial Intelligence,12-04-2026,11.3.49
Next Chat Max,Music,,10,120.2,500,Free,0,Teen,Tools,04-02-2026,3.2.93
Ultra Tracker Now 2023,MUSIC,3.9,707,85.1,100000,Free,0,Everyone,Tools;Creativity,16-06-2026,14.16.42
My Connect,Game,4.5,48236,90.05,1000000,Free,0,Everyone 10+,Game;Casual,14-10-2025,Varies with device
Quick Player,Productivity,5,3200,24.4,100000,Free,0,Everyone,Productivity,08-01-2026,3.0.73
Maker Pro 2026,Social  ,4,166,13.9,5000,Free,0,Everyone,Family,23-03-2026,13.19.55
Crypto ChatGPT 2024,Productivity,4,1,24.3,50,Free,0,Everyone,Productivity,28-02-2026,14.6.68
AI Strike Max,Social,5,770,21.8,50000,Free,0,Everyone,Family,27-12-2022,8.1.64
Editor Pro 2023,GAME,4.3,1,476.6,100,Free,0,Everyone 10+,Game;Simulation,28-11-2022,1.5.14
Hyper Player AI,Productivity,4,0,92.9,50,Free,0,Everyone,Productivity,19-01-2026,6.19.17
Telegram Space 2025,Social,4.6,17,39.7,500,Free,0,Everyone,Family,19-01-2026,4.11.97
Player App 2025,Productivity,3.8,16,49.2,500,Free,0,Everyone,Productivity,02-11-2025,11.20.57
Next Dash Online,Game,4.3,2,1661.4,10,Free,0,Everyone,Game;Simulation,01-10-2025,9.5.68
Neo Wallet 2026,Travel_And_Local  ,4,1,15.5,10,Free,0,Teen,Travel And Local,23-07-2024,1.4.65
Epic Drive,Maps_And_Navigation,4.9,1830,32.3,50000,Free,0,Everyone,Maps And Navigation,08-04-2026,5.19.73
My Health Online,Social,4,4,36.1,100,Free,0,Everyone,Family,12-03-2026,14.14.82
Next Health Pro,Photography,3.9,19559,167.2,500000,Free,0,Everyone,Photography,09-06-2025,14.6.89
Neo Editor AI 2026,FOOD_AND_DRINK,3.95,3,126.7,10,Free,0,Everyone,Food And Drink,24-12-2025,5.5.47
Daily Drive 2023,Game,,201,90.05,5000,Free,0,Everyone,Game;Shooter,09-11-2025,Varies with device
Neo Learn Hub,Video_Players,4.2,2,90.05,500,Free,0,Everyone,Video Players,19-12-2024,Varies with device
Drive App,  photography  ,4,852994,90.05,50000000,Free,0,Everyone,Photography,23-07-2025,Varies with device
Quick Health,Productivity,4.5,249,63.2,10000,Free,0,Everyone 10+,Productivity,27-02-2026,14.17.73
Maker 2024,Weather,4.3,47323,90.05,1000000,Free,0,Everyone,Weather,06-01-2025,Varies with device
Super SnapChat,Productivity,4.5,787,56.8,50000,Free,0,Everyone,Productivity,20-11-2025,11.16.21
Epic Tracker Premium,  game  ,4.3,4,936.9,10,Free,0,Everyone,Game;Board,30-01-2024,11.6.87
Quick Fit AI,  game  ,4.3,0,90.05,10,Free,0,Everyone,Game;Puzzle,27-04-2026,Varies with device
Maker_6216,Social,3.4,28,105.1,1000,Free,0,Everyone,Family,07-11-2025,13.13.13
Crypto Learn Online,auto_and_vehicles,4.2,2,90.05,50,Free,0,Everyone,Auto And Vehicles;Creativity,07-06-2026,Varies with device
Hyper Tracker,Social,,16252,,500000,Free,0,Everyone,Social;Creativity,18-09-2025,14.11.5
Next VPN Go,Social,3.8,214,128.6,5000,Free,0,Everyone,Family,23-12-2024,1.17.10
Chat App 2025,Books_And_Reference,3.6,22,17.9,1000,Free,0,Everyone,Books And Reference;Creativity,13-03-2025,7.18.15
Health Plus,Web3_And_Crypto,4,6292,19.3,500000,Free,0,Mature 17+,Web3 And Crypto,06-11-2024,4.12.86
Pro Connect,Finance,4,414,41.6,10000,Free,0,Everyone,Finance,17-08-2025,5.3.79
Pro Strike Pro,Personalization,,1,89.3,10,Free,0,Everyone 10+,Personalization;Creativity,18-04-2025,15.19.76
Smart Wallet,Game,4.5,4367,315.1,100000,Free,0,Everyone,Game;Strategy,10-09-2025,14.3.83
Lite Tracker Plus,Social,4,2,99.1,50,Free,0,Everyone,Family,19-09-2025,1.1.52
VPN Hub,Music,4.8,54,142.1,10000,Free,0,Everyone,Tools,10-05-2026,2.4.24
Smart Player Now,Social,4,0,90.05,10,Free,0,Everyone,Family,05-11-2025,Varies with device
Player Online 2025,SOCIAL,4.3,0,81,100,Free,0,Unrated,Artificial Intelligence,23-10-2025,1.16.81
Dash 3D,Music,4.7,166,126.3,5000,Free,0,Everyone,Tools;Creativity,20-09-2025,5.5.83
Super Strike Space 2026,  Game,2.9,5,90.05,100,Free,0,Everyone,Game;Shooter,23-11-2024,Varies with device
Lite Player Space,Social,4,0,90.05,50,Free,0,Everyone,Family,20-07-2025,Varies with device
Meta Player 2024,Libraries_And_Demo,3.95,4,101.1,50,Free,0,Everyone,Libraries And Demo,05-08-2024,1.13.54
Super Pay 2026,Music,4,4,42.5,100,Free,0,Teen,Tools;Creativity,06-12-2024,5.5.43
Neo Editor Space,Social,4,3,118.7,100,Free,0,Everyone,Family,28-01-2026,12.5.77
Maker Now 2026,Social,4,1,,100,Free,0,Everyone,Family;Creativity,09-09-2025,14.9.9
Quick Player Pro,Libraries_And_Demo,3.95,2,141.1,100,Free,0,Everyone,Libraries And Demo,01-10-2024,8.15.91
Player_2616,Game,4.3,1,1489.6,100,Free,0,Everyone,Game;RPG,17-11-2025,14.20.47
Daily Craft Space,Beauty,5,35,146,1000,Free,0,Teen,Beauty,14-12-2022,7.4.40
Smart Player,Communication,3.3,46,35.7,1000,Free,0,Teen,Communication,20-12-2024,2.18.49
Lite Fit,Game,3.6,2147,1547.9,100000,Free,0,Mature 17+,Game;RPG,23-02-2026,8.15.43
Tracker Plus 2025,Game,3.8,19,1890.5,500,Free,0,Everyone,Game;Casual,23-05-2026,9.10.87
Meta Fit Premium,finance,4,0,18.2,10,Free,0,Everyone 10+,Finance,20-09-2024,1.11.100
Lite Instagram,Comics  ,,4,46,500,Free,0,Everyone,Comics,21-09-2024,13.20.6
Lite Wallet AI 2024,Food_And_Drink,3.8,486,139.7,10000,Free,0,Everyone,Food And Drink,16-02-2026,8.20.26
Quick Tracker Plus,  game  ,4.2,30,90.05,1000,Free,0,Everyone,Game;Puzzle,02-02-2023,Varies with device
Daily Strike AI,Video_Players,4.2,3,48.1,100,Free,0,Mature 17+,Video Players,01-09-2023,9.12.41
Instagram 2026,Food_And_Drink,4.1,4163,56.9,100000,Free,0,Everyone,Food And Drink;Creativity,25-10-2025,7.14.79
Meta Learn 2025,DATING,4,2,107.1,100,Free,0,Mature 17+,Dating,05-04-2026,6.20.59
Next Maker Online,Social,4,0,92.8,50,Free,0,Everyone,Family;Creativity,12-01-2026,13.2.45
Quick VPN Plus,  Social,2.9,5,70.2,100,Free,0,Everyone,Family,23-05-2026,6.8.53
Chat Pro 2023,Finance,4,1,6.1,100,Free,0,Everyone,Finance,27-04-2024,3.13.42
Pro Tracker,Game  ,4.9,3939,1205,500000,Free,0,Everyone,Game;RPG,03-02-2026,1.17.50
Lite Wallet Online,Finance,2.8,19,6,500,Free,0,Everyone,Finance,08-11-2025,2.10.72
Meta Strike Pro,Social,4.3,1,36.4,50,Free,0,Everyone,Artificial Intelligence,04-05-2025,9.3.91
Ultra Instagram 2025,game,4.5,366,839.2,10000,Free,0,Everyone,Game;Puzzle,30-05-2026,5.16.61
Neo Drive Max,Social,4.1,1,,100,Free,0,Everyone,Art And Design,03-01-2026,12.13.36
Epic Tracker 2026,Entertainment,4,0,90.05,10,Free,0,Mature 17+,Entertainment,05-08-2025,Varies with device
Crypto Chat Space,Music,3.7,41,138.4,5000,Free,0,Everyone,Tools,18-10-2023,5.13.98
Hyper Dash Now,Game  ,3.5,136,,10000,Free,0,Everyone,Game;Card,21-02-2026,Varies with device
Easy Wallet,Parenting,5,21,120,1000,Free,0,Everyone,Parenting,17-08-2024,3.11.8
Ultra Dash Now,GAME,4.5,23,911,500,Free,0,Everyone,Game;Strategy,31-05-2026,2.2.63
Easy Dash AI,game,4.9,7,782.1,500,Free,0,Everyone,Game;Casual,30-12-2025,2.19.37
Ultra Tracker_3406,Social,,0,79.3,100,Free,0,Everyone,Social,05-06-2026,2.19.7
AI Dash,Game,4.9,11690,,500000,Free,0,Everyone,Game;Casual,28-03-2024,Varies with device
Pro Chat 3D,Social,,496,19,10000,Free,0,Everyone,Artificial Intelligence,26-10-2025,11.19.29
Epic Maker App_1358,Game,4.3,3,1486.9,10,Free,0,Everyone,Game;Casual,12-12-2024,12.9.46
Neo Browser,social,3.7,129678,59.2,5000000,Free,0,Everyone,Education,30-04-2024,15.13.78
My Tracker,Social,4.2,3,86.4,500,Free,0,Everyone,Education,25-08-2024,13.13.92
Easy Player Hub,Music,5,341,149.9,10000,Paid,1.99,Everyone,Tools;Creativity,17-02-2024,7.5.72
Pro Craft Now,Game,4.5,925,90.05,50000,Free,0,Everyone,Game;Casual,06-09-2025,Varies with device
Crypto Wallet App,Social,3.5,44,121.4,1000,Free,0,Mature 17+,Social;Creativity,27-12-2025,5.9.65
Connect Now 2026,  Game,4.3,2,1192.9,50,Free,0,Everyone,Game;Board,27-02-2026,4.13.31
Health 2023_11430,Health_And_Fitness,3.9,0,7.4,50,Free,0,Everyone,Health And Fitness;Creativity,25-07-2023,14.3.42
Ultra Health Pro,Music,3.9,98,91.8,10000,Free,0,Everyone,Tools,05-11-2023,6.0.13
Hyper Strike Go,Game,5,136,90.05,5000,Free,0,Everyone,Game;Board,18-05-2026,Varies with device
Crypto Learn Max,GAME,4.3,0,90.05,100,Free,0,Everyone,Game;Strategy,07-01-2025,Varies with device
Pro Tracker Hub,Social,4,0,43.1,10,Free,0,Teen,Family;Creativity,05-02-2026,7.3.71
Connect 2023,Productivity,3.8,1146,40.8,50000,Free,0,Everyone,Productivity;Creativity,07-07-2025,7.20.54
Wallet App,PRODUCTIVITY,3.4,1336,90.05,50000,Free,0,Everyone 10+,Productivity;Creativity,03-03-2023,Varies with device
Ultra Strike_9619,Social,4.1,0,237.3,10,Free,0,Mature 17+,Art And Design,19-07-2025,2.18.30
Quick Strike,Social,3.9,33107,95,1000000,Free,0,Everyone,Family,10-11-2025,2.10.86
Pro Fit,Game,4.8,154,430,5000,Free,0,Everyone,Game;RPG,25-07-2023,2.5.87
AI Instagram,Productivity,4.5,455,,10000,Free,0,Everyone,Productivity;Creativity,30-12-2025,13.15.32
Epic Wallet Max,Social,4,3,123.6,10,Free,0,Everyone,Family,19-06-2026,4.7.26
Smart Connect Premium,  game  ,4.3,0,236.2,100,Free,0,Everyone,Game;RPG,24-09-2025,3.3.22
Super Telegram Pro,  social  ,4,4,103.4,100,Free,0,Everyone,Family,28-10-2025,14.0.1
Tracker 3D 2024,Productivity,4,1,32.5,50,Free,0,Mature 17+,Productivity,21-06-2025,3.0.84
Pro Chat Premium,Social,3.9,9,34.2,500,Free,0,Everyone,Artificial Intelligence,17-07-2025,15.6.24
AI Fit Now,  social  ,2.3,4378,52.5,100000,Free,0,Everyone,Family,06-03-2026,13.9.90
Connect Max 2026,Personalization,4.5,233,144.2,10000,Free,0,Everyone,Personalization,23-02-2026,10.2.88
Editor AI,Social,4.9,201482,44.6,5000000,Paid,4.99,Everyone,Family,18-10-2025,11.16.87
Browser App 2025,Social,4.4,4514,90.05,100000,Free,0,Everyone,Social,26-03-2026,Varies with device
AI Pay Premium,  Virtual_Reality,4,4,288.3,50,Free,0,Everyone,Virtual Reality;Creativity,03-11-2024,1.4.74
Lite Maker Premium,Music,3.9,183,121.3,5000,Free,0,Everyone,Tools,13-12-2025,15.17.76
Drive Hub 2026,Game,4.3,125,705.9,5000,Free,0,Teen,Game;Puzzle,24-01-2023,1.17.13
Crypto Telegram Now,  Game,4.8,28828,,5000000,Free,0,Everyone,Game;Card,23-11-2025,Varies with device
Neo Strike Hub 2023,Music,3.2,16,126.6,500,Free,0,Everyone,Tools,30-03-2025,9.17.52
Super Editor,  business  ,4.6,228,,10000,Free,0,Everyone,Business,29-12-2023,Varies with device
Daily Health 2024,Social,3.9,0,78.5,100,Free,0,Everyone,Social,13-02-2023,5.5.73
Daily Telegram Hub,Game,4.1,33,1776.6,1000,Free,0,Teen,Game;Card,04-02-2026,1.16.29
AI Learn,Entertainment,3.7,100,140.1,5000,Free,0,Everyone,Entertainment,17-04-2026,5.7.32
Dash AI,Game,3.4,102,611.6,10000,Free,0,Teen,Game;Casual,25-11-2025,15.13.23
Editor_2665,Game,4.3,3,886,100,Free,0,Mature 17+,Game;RPG,24-12-2023,13.8.82
Learn Plus 2023,Comics,3.7,16,139.6,500,Free,0,Everyone,Comics,14-05-2023,1.20.100
Easy Wallet_1167,  Social,3.9,0,,100,Free,0,Everyone,Social,26-06-2025,13.7.77
Neo Telegram App,Music,4.4,188,48.6,5000,Paid,49.99,Everyone,Tools;Creativity,04-05-2026,1.5.90
Next Chat Pro,  Game,4.4,37,1696.4,1000,Free,0,Everyone,Game;RPG,17-06-2025,13.3.67
Lite Pay Online 2025,Game,,18,1133.9,500,Free,0,Everyone,Game;Simulation,08-11-2025,2.5.87
Next Chat AI 2024,Music,4,3,129.9,50,Free,0,Everyone,Tools,11-11-2023,11.13.11
Neo Tracker,Game,3.4,2732,90.05,100000,Paid,0.99,Everyone 10+,Game;Simulation,11-02-2026,Varies with device
